doc_id,doc_title_ger,doc_title_eng
1140735799,Die @Qualitätseinstufung von Kolostrum mit einem einfachen Präzisionstrichter,The quality grading of colostrum with a simple precision funnel
1140760920,Nachbarschaftsbeziehungen älterer Menschen - Subjektive Konzepte und Hilfepotenziale. Eine Untersuchung organisierter und nichtorganisierter Nachbarschaft,Neighborhood relationships of the elderly - Subjective concepts and potential support. A study of organized and unorganized neighborhoods
1140778595,Nachfolger gesucht Wie Sie Ihre Unternehmensnachfolge aktiv gestalten,Succession sought How to actively shape your company succession
1140818708,Markt und Macht Der Kunsthandel im »Dritten Reich«,Market and Power: The Art Trade in the »Third Reich«
114083472X,Lernprozesse von Chemielehramtsstudierenden hinsichtlich des Experimentierens im Schulpraktikum,Learning processes of chemistry teacher trainees regarding experimentation in the school internship
1140834886,"Import peroxisomaler Matrixproteine über die Ustilago maydis Rezeptoren Pex5a, Pex5b und Pex7","Import peroxisomal matrix proteins via the Ustilago maydis receptors Pex5a, Pex5b, and Pex7."
114087084X,Neue Methoden und Modelle für die diffusionsgewichtete Magnetresonanztomographie der Niere,New Methods and Models for Diffusion-Weighted Magnetic Resonance Imaging of the Kidney
1140946595,"Bemessung des Schmerzensgeldes bei schwerst hirngeschädigt geborenen Kindern BGB §§253, 280, 823","Assessment of pain and suffering compensation for severely brain-injured born children §§253, 280, 823 BGB"
1140946668,"Rechtsanwaltshaftung wegen unterlassener Geltendmachung von Schadensersatzansprüchen gegen den Krankenhausträger BGB §§199, 249, 280, 611, 675, 823","Lawyer's liability for failing to assert claims for damages against the hospital operator under sections 199, 249, 280, 611, 675, and 823 of the German Civil Code (BGB)"
1141177110,"Biobasierte Kunststoffe mit Cellulosefaserverstärkung Zusammenhänge zwischen Struktur, Haftung und mechanischen Eigenschaften","Biodegradable plastics with cellulose fiber reinforcement Interrelations between structure, adhesion, and mechanical properties"
1141196999,Der @Einfluss organisationaler Faktoren und spezifischer Persönlichkeitseigenschaften auf psychologische Verträge im Zeitverlauf Eine Analyse psychologischer Verträge am Beispiel wissenschaftlicher Hochschulmitarbeiter,The impact of organizational factors and specific personality traits on psychological contracts over time. An analysis of psychological contracts using scientific university employees as an example
1141225263,Konfessioneller Religionsunterricht in religiöser Vielfalt II Perspektiven von Schülerinnen und Schülern,Religious Education in religious diversity II Perspectives of students
1141230429,"Auswirkungen des Duftstoffes 2,5-dihydro-2,4,5-trimethylthiazolin auf das räumliche Lernverhalten und die mRNA Expression von cFos und dem Corticotropin Releasing Factor in einem Glutamat-Decarboxylase67-Mausmodell","Effects of the fragrance 2,5-dihydro-2,4,5-trimethylthiazolin on spatial learning behavior and mRNA expression of cFos and the Corticotropin Releasing Factor in a Glutamate-Decarboxylase67 Mouse Model"
1141230585,"16. Sommerkurs Werkstoffe und Fügen Magdeburg, 08. und 09. September 2017","Summer Course Materials and Joining Magdeburg, September 8 and 9, 2017"
1141230690,Artifizielle Transporter-Enzym-Komplexe für Substrate Channeling über die Plasmamembran von Saccharomyces cerevisiae,Artificial transport enzyme complexes for substrate channeling through the plasma membrane of Saccharomyces cerevisiae
1141295652,Befragung,Interview
114137918X,Griechenland in der Krise,Greece in Crisis
1141379430,Anwendungsbezogene Weiterentwicklung der abbildenden Ellipsometrie,Application-oriented further development of imaging ellipsometry
1141381818,Der @Essay als Form der Medientheorie. Max Benses essayistische Medienreflexionen,The essay as a form of media theory. Max Bense's essayistic media reflections
1141480611,"Übertragung von Geschäftsanteilen an einer MVZ-GmbH und Wirksamkeit von Treuhandverträgen EuIMSVO Art. 3 Abs. 1; BGB §134; SGB V §§95 Abs. 1a S. 1, 126 Abs. 3","Transfer of business shares in an MVZ GmbH and effectiveness of trust agreements under EU IMSVO Article 3 (1), BGB Section 134, SGB V Sections 95 (1a) Section 1, and 126 (3)"
1141550512,Ethik trifft Unternehmenssteuerung,Ethics and Corporate Governance
1141552108,Sexuelle Probleme nach Beckenbodenoperationen,Sexual Issues Following Pelvic Floor Operations
114157649X,Mono- und bipedale Tretkoordination von Elitemountainbikern bei unterschiedlicher Kadenz Hinweise auf anforderungsspezifische Innervationsmuster beim Radfahren,Monopedal and bipedal pedaling coordination of elite mountain bikers at different cadences: Implications for demand-specific innervation patterns in cycling
1141577305,"Das @Delikt des Hochverrats im NS-Staat, in der DDR und in der Bundesrepublik Deutschland","The offense of high treason in the Nazi state, in the DDR, and in the Federal Republic of Germany"
1141626462,Adaptive Behavior Assessment System II - eine erste Überprüfung der psychometrischen Eigenschaften der deutschen Erwachsenenversion Adaptive Behavior Assessment system II  a first examination of the psychometric properties of the German adult version,Adaptive Behavior Assessment System II - a first examination of the psychometric properties of the German adult version
1141630826,Hotmelt-Hybride eröffnen neue Einsatzmöglichkeiten,Hotmelt hybrids open up new application possibilities
114164035X,Wildnis: Ein neues Naturschutzziel?,Wildlife: A new conservation target?
1141680173,"Arbeite klüger - nicht härter! So holen Sie das Beste aus Ihrer Zeit, ohne sich auszubeuten. Methoden und Tools für ein neues Zeitmanagement. Zeit optimal nutzen - Freiräume schaffen","Work smarter, not harder! Maximize your time without overworking. Methods and tools for a new time management. Optimize your time - create free spaces"
1141792869,Cybermanners und Wettbewerbsrecht – Einige Überlegungen zum Lauterkeitsrecht,Cybermanners and Competition Law – Some Reflections on Lauterkeitsrecht
114179313X,"Fremdheitskonstruktion durch politische Entscheidungsprozesse - wer zugewandert ist, bleibt fremd!","Immigration construction through political decision-making processes - who has immigrated, remains foreign!"
114179344X,Seguidilla und Mantilla - das Spanienbild im Libretto von opéra-comique und opéra-bouffe,Seguidilla and Mantilla - the Spain image in the libretto of opera-comique and opera-bouffe
1141856050,Konzeption und Evaluation von Tutor-Trainings zur Förderung der intrinsischen Motivation der Tutoren und der Autonomieförderung ihrer Tutees im Cross-age Tutoring,Conceptualization and Evaluation of Tutor Training for Enhancing Intrinsic Motivation of Tutors and Fostering Autonomy of Their Tutees in Cross-Age Tutoring
1141904772,Entwicklung und Anwendung eines fahrerorientierten Versuchskonzepts zur subjektiven Bewertung des Lenkgefühls am schweren Nutzfahrzeug,Development and application of a driver-oriented test concept for the subjective evaluation of steering feel in heavy-duty vehicles
1141906198,Warschauer Innenhöfe Jüdisches Leben um 1900 – Erinnerungen,Warsaw's Inner Courts Jewish Life Around 1900 – Memories
1141907585,Moralerziehung in Elternratgebern eine Gegenüberstellung von Wissenschafts- und Alltagstheorie,Moral Education in Parenting Guides: A Counterposition of Scientific and Everyday Theory
1141930714,Einstellungstransfer durch Sponsoring: Welche Stellhebel zum Erfolg führen,Transfer of settings through sponsorship: Which levers lead to success
1141930749,Sportlicher Erfolg — Treiber für Aktienrenditen von Sponsoren,Athletic success — driver of sponsor stock returns
1141932490,Was die Verschreiber am Entschreiben hindert,What hinders the writers from drafting
1141933055,Kommunikationssystem zur Netzintegration von Elektrofahrzeugen,Communication System for Network Integration of Electric Vehicles
1141937689,Neuronal calcium-binding protein 2 (NECAB2): Charakterisierung eines striatalen Ca 2+ -bindenden Proteins,Neuronal calcium-binding protein 2 (NECAB2): Characterization of a striatal calcium-binding protein
1142001261,Untersuchung der hochfrequenten Oszillationen der somatosensibel evozierten Potentiale bei Patienten mit essentiellem Tremor,Study of high-frequency oscillations of somatosensory evoked potentials in patients with essential tremor
1142001385,"Evaluation intrakranieller In-Stent-Restenosen nach Stenting mit Hilfe digitaler Subtraktionsangiographie, Flachdetektor-CT und Multidetekor-CT","Intracranial In-Stent Restenosis after Stenting Evaluated with Digital Subtraction Angiography, Flat Detector CT, and Multi-Detector CT"
1142003191,Anwendungsorientierte Absicherungsstrategie für Fahrerassistenzsysteme,Application-oriented Security Strategy for Driver Assistance Systems
1142114651,Die @Olympischen Spiele von Antiochia: Zur Geschichte eines Agons im spätantiken Imperium,The Olympic Games of Antioch: A History of an Agon in the Later Roman Empire
1142115135,"""… und steure deiner Feinde Mord"" Gewalt im Kirchenlied","""… and lead your enemies to death"" Violence in hymns"
1142155889,Integration einer generischen Gitterschnittstelle in ESPResSo,Integration of a generic grid interface in ESPResSo
1142233944,Der @Hefepilz Xanthophyllomyces dendrorhous als Produktionsplattform für die Biosynthese von Phytoen und Zeaxanthin,The @Hefepilz Xanthophyllomyces dendrorhous as a production platform for the biosynthesis of phytoene and zeaxanthin
1142374378,Neue Wege in der Feinkornaufbereitung am Steirischen Erzberg – auf alten Pfaden,New paths in fine ore processing at the Styrian Erzberg – on old trails
1142374556,BUBLON®/BUBLITE – Zero Waste bei der Aufbereitung vulkanischer Gläser,BUBLON®/BUBLITE – Zero Waste in the Processing of Volcanic Glasses
1142450295,Supervision von Coaching,Supervision of Coaching
1142527107,Die @Auftragsverarbeitung nach der DS-GVO,The processing of orders under the GDPR
1142528189,Komposition und Aufführung Louis Spohr’s Selbstbiographie (1860/61),Composition and performance of Louis Spohr's Self Biography (1860/61)
114252874X,"Vom sozialwissenschaftlichen Postulat zur historischen Erforschung des ""Wertewandels"". Ein Versuch am Beispiel von Familienwerten und Religion","From the sociological postulate to the historical study of ""value change"". A trial using the example of family values and religion"
1142548929,NS-Euthanasie und internationale Öffentlichkeit Die Rezeption der deutschen Behinderten- und Krankenmorde im Zweiten Weltkrieg,Euthanasia in Germany and international public opinion: The reception of German euthanasia for disabled and sick people during World War II
1142648397,Afghanistan: Förderung der beruflichen Bildung,Afghanistan: Promotion of Vocational Training
1142656616,Der @Preis der Freundschaft — Soziale Interaktion in Produktkonfiguratoren,The Price of Friendship — Social Interaction in Product Configurators
1142656942,Die @Bedeutung von „Leapfrogging“ für die Innovationspolitik von Unternehmen,"The meaning of ""Leapfrogging"" in the context of corporate innovation policy"
1142658058,Herausforderungen und Stellhebel für die erfolgreiche Betreuung von Kleinkunden,Challenges and leverage points for the successful care of small customers
1142658651,Value-to-Value-Segmentierung im Vertrieb,Value-to-Value Segmentation in Sales
1142659496,Wie Social Media Marketing im Fußball wirkt,How Social Media Marketing Works in Football
1142659550,Kunden zu Fans machen,Turning customers into fans
1142730921,Entscheiden im Hören auf Gott 45 Methoden für das Arbeiten und Planen in der Gemeinde,Deciding in Hearing God: 45 Methods for Working and Planning in the Church
1142787311,Untersuchungen zur therapeutischen Wirksamkeit von felinen Antikörpern gegen Parvoviren bei Hunden mit Parvovirose,Studies on the therapeutic efficacy of feline antibodies against parvoviruses in dogs with parvoviral infection
1142920429,Charakterisierung ferroelektrischer Eigenschaften von ultradünnen epitaktischen BaTiO3-Schichten mittels Rastersondenuntersuchungen,Characterization of ferroelectric properties of ultrathin epitaxial BaTiO3 layers by scanning probe microscopy
1142954382,"Ein @neuer, normungsfähiger Berechnungsansatz für den Wirkungsgrad von Schneckengetrieben","A new, standard-compliant calculation approach for the efficiency of worm gear drives"
1142954714,"Anmerkung zu BSG, Beschl. v. 3.8.2016 – B 6 KA 9/16 B (LSG Mecklenburg-Vorpommern)","Note on BSG, Decision of 3.8.2016 – B 6 KA 9/16 B (LSG Mecklenburg-Vorpommern)"
1143065301,Anlage und Umwelt Neue Perspektiven der Verhaltensgenetik und Evolutionspsychologie,New Perspectives on Behavior Genetics and Evolutionary Psychology
114306562X,"Stadtentwicklung, Zivilgesellschaft und bürgerschaftliches Engagement","Urban Development, Civil Society and Civic Engagement"
1143066499,Wissenschaftliches Publizieren: Stand und Perspektiven Themenheft der Zeitschrift Soziale Systeme Heft 1/05,Scientific Publishing: Status and Perspectives - Themes Issue of the Journal Social Systems Issue 1/05
1143067347,Welterzeugung durch Bilder Themenheft Soziale Systeme 1+2/2012,"World creation through images: a special issue on social systems, 1+2/2012"
1143067851,Erinnern als Interaktion Die Gemeinschaft ostdeutscher Trassenerbauer im Transformationsprozess,Remembering as Interaction: The Community of East German Railway Workers in the Transformation Process
1143231066,Untersuchung der Wirkung des antiaggregativen Compounds anle138b auf Löslichkeit und Toxizität von mutierter SOD1,Investigation of the effect of anti-aggregative compound anle138b on solubility and toxicity of mutated SOD1
114325600X,Untersuchung der Wechselwirkung von CFK mit Kühlschmierstoffen,Investigation of the interaction of CFRP with cooling lubricants
1143256077,Automatisiertes Schweißen von thermoplastischen Verbindungselementen auf CFK,Automated welding of thermoplastic connection elements on CFK
1143284119,1970er- und 1980er-Jahre Ölkrise und Umweltschutz,1970s and 1980s Oil Crisis and Environmental Protection
1143365895,Membranöse Glomerulonephritis,Membranous Glomerulonephritis
1143439252,Case Teaching in der politikwissenschaftlichen Lehre,Teaching Case in Political Science Education
1143440366,"Zwischen Absicherung, Abhängigkeit und Autonomie Das Unterhaltsrecht in Österreich, Schweden und Dänemark und seine gesellschaftlichen Implikationen","Between Security, Dependence and Autonomy: Child Support Law in Austria, Sweden, and Denmark and Its Societal Implications"
1143539788,Datenplausibilität am Motorprüfstand Wie wichtig ist der Faktor Mensch?,Data integrity at the test bench: How important is the human factor?
1143539850,Bewertung simulativ ausgelegter Antriebsstränge am Stuttgarter Fahrsimulator,Evaluation of simulated drive forces at the Stuttgart driving simulator
1143650956,Verträge zwischen Krankenhaus und Patient,Contracts between hospital and patient
1143694465,Numerus clausus auf dem Prüfstand,Numerus clausus in the exam
1143696034,Geringeres Gewicht für mehr Leistung,Less weight for more performance
1143703650,Operationstechniken beim Schädel-Hirn-Trauma Unter besonderer Berücksichtigung des Polytraumas,"Techniques in skull-brain trauma, with special consideration for polytrauma"
1143766849,Validierung medizinethischer Entscheidung am Krankenbett durch die Obduktion Erfahrung des Ethikkomitees am Klinikum Stuttgart,Validation of medical ethical decisions at the bedside through autopsy experience of the ethics committee at Stuttgart Hospital
1143948858,Aktivatoren der Ubiquitin-Ligase APC/C: Mechanismen und Regulation im Zellteilungszyklus von S. cerevisiae,Activators of the Ubiquitin Ligase APC/C: Mechanisms and Regulation in the Cell Cycle of S. cerevisiae
1144011728,Outputorientierte Betrachtung der nass-mechanischen Aufbereitung von polyolefinreichen Abfällen für das rohstoffliche Recycling,Process-oriented analysis of the wet-mechanical preparation of polyolefin-rich waste for raw material recycling
1144015758,Demokratie und Bildung Politische Erwachsenenbildung unter Pädagogikstudierenden in Polen,Democracy and Education Political Adult Education among Pedagogy Students in Poland
1144068835,Kritische Situationen gemeinsam reflektieren,Reflecting critical situations together
1144081254,DDR 89. Zu den Ursachen einer spontanen Revolution*,DDR 89. On the causes of a spontaneous revolution
1144081300,Das @innere System sozialer Gruppen*,The @inner system of social groups*
1144133025,Ungeplante/ungewollte Schwangerschaft bei Minderjährigen Fakten und präventive Handlungsoptionen,Unintended/Unwanted Pregnancy in Minors: Facts and Preventive Measures
1144148146,Landtechnische Lösungskonzepte zur Optimierung des Segetalpflanzen- und Krankheitsmanagements im ökologischen Freilandgemüsebau,Agricultural solutions for optimizing crop and disease management in organic field vegetable production
1144177944,Die @Bedeutung von G-Quadruplex Strukturen für die Definition und Effizienz von Replikationsursprüngen,The meaning of G-quadruplex structures for the definition and efficiency of replication origins
1144270200,Untersuchungen zur Wirkung von Biokohlekomposten in Topf- und Feldversuchen mit ausgewählten Pflanzen aus unterschiedlichen Klimazonen,Investigations on the effects of biochar compost in pot and field trials with selected plants from various climate zones
1144379393,Optimismus Warum manche weiter kommen als andere,Optimism: Why some people succeed more than others
114439645X,Neue Isoformen für alte Enzyme durch translationalen readthrough,New isoforms for old enzymes through translational readthrough
1144396468,Kurze Peptide regulieren die Aktivität bakterieller Ribosomen,Short peptides regulate the activity of bacterial ribosomes
1144400236,Prag diesseits der Ansichtskarten-Mythen Fotoreportage als alternativer Reisebericht,Beyond the Postcard Myths: A Photographic Narrative as an Alternative Travel Report
1144401100,"Einstellung und soziale Lebenslage Eine Spurensuche nach Gründen für rechtspopulistische Orientierung, auch unter Gewerkschaftsmitgliedern","Setting and social circumstances A search for the roots of right-wing populism, even among trade union members"
1144401305,„Update on Positive Psychology” Ist die Positive Psychologie eine Anleitung zum Glücklichsein und Wohlbefinden?,Is Positive Psychology a guide to happiness and well-being?
1144401380,Nachruf auf Birgit Rommelspacher,Obituary for Birgit Rommelspacher
1144485274,"Jenseits einer Reihe ‚tönender Punkte‘ Kompositorische Auseinandersetzung mit Schallaufzeichnung, 1900–1930","Beyond a series of 'resounding points' - Composing engagement with sound recording, 1900–1930"
1144615712,Lattice-Boltzmann-Methoden zur Simulation inkompressibler Wirbelströmungen,Lattice-Boltzmann methods for simulating incompressible vortex flows
1144619165,Endkonturnahe Formgebung von Graphitbauteilen durch Pulverspritzguss von Mesophasenkohlenstoff mit wasserbasierten Bindersystemen,Near-net-shape forming of graphite components by powder injection molding of mesophase carbon with water-based binder systems
1144619726,"Musik und Herz Was ist gesichert, was nicht, was ist neu?","What is secured, what is not, what is new?"
1144620015,Internetsucht und „internetbezogene Störungen“ Ursachen und Behandlungsmöglichkeiten,"Internet addiction and ""internet-related disorders"" Causes and treatment possibilities"
1144621186,Vorhofflimmern und Herzinsuffizienz Die komplexe Beziehung zweier wichtiger Entitäten,Atrial fibrillation and heart failure: The complex relationship between two important entities
1144686121,Entwicklungsforschung und entwicklungspolitische Kooperationsansätze. Von der Notwendigkeit eines neuen Designs,Development research and development policy cooperation approaches. On the necessity of a new design
1144738520,Ökonomische Resilienz — Schlüsselbegriff für ein neues wirtschaftspolitisches Leitbild?,Economic Resilience — Key Concept for a New Economic Policy Blueprint?
1144744288,Von anderen Organisationen Ein Essay über Perspektiven kritischer Organisationsforschung,Critical Organizational Research Perspectives: An Essay
1144745624,Die @Beschwörung des Paradiesischen,The Summoning of the Paradisiacal
1144805422,Komplexe Kunststoffteile wirtschaftlich entgraten,Economically deburring complex plastic parts
1144869994,Die @Bedeutung signifikanter Anderer für eine Erklärung sozial differenzierter Bildungsaspirationen,The significance of others for explaining socially differentiated educational aspirations
1144872871,Psychoonkologische Versorgung in Stadt und Land Erfahrungen und Wünsche von Krebspatienten und deren Angehörigen,Psychosocial Care in City and Country Experiences and Wishes of Cancer Patients and Their Relatives
1145035019,Fortunato Santinis Bearbeitung von Carl Heinrich Grauns „Der Tod Jesu“ als Beispiel der Pflege deutscher geistlicher Musik im Italien des frühen 19. Jahrhunderts,Fortunato Santini's editing of Carl Heinrich Graun's „Der Tod Jesu“ as an example of the care of German spiritual music in Italy in the early 19th century
1145241301,Online-Symposium zur Lehre des internationalen Rechts,Online Symposium on the Teaching of International Law
1145327907,"Anmerkung zu OLG Naumburg, Urt. v. 14.3.2016 – 1 U 115/14 (LG Magdeburg)","Note on OLG Naumburg, judgment of 14.3.2016 – 1 U 115/14 (LG Magdeburg)"
1146465467,"Fertilität in der Altersgruppe 40+ Fakten, Trends und Leitbilder für den deutschsprachigen Raum","Fertility in the age group 40+ Facts, trends and guiding images for the German-speaking region"
1146556632,Simulationsgestützte Entwicklung eines Wasserstoffmotors für einen emissionsfreien Verkehr,Simulation-based development of a hydrogen engine for an emission-free traffic
1146932871,Inline-Oberflächenaktivierung im Spritzgießprozess für hohe Klebfestigkeiten,Inline Surface Activation in the Injection Moulding Process for High Adhesive Strength
1147295425,Optische Genregulation in Mikrobioreaktoren,Optical gene regulation in micro-reactors
1147295476,Baukasten der Natur: neue Proteine aus konservierten Fragmenten,Nature's building blocks: new proteins from conserved fragments
114733790X,Perspektiven empirisch-quantitativer Methoden in der Literaturwissenschaft — ein Essay,Perspectives of Empirical-Quantitative Methods in Literary Studies — An Essay
1147344930,Debatte und Aufruf Rolle von Wasserstoff- und batterieelektrischer Mobilität,Debate and Call to Action Role of Hydrogen and Battery Electric Mobility.
1147383316,"Schriften und Vorträge zur Praktischen Theologie (OHPTh) Band 2: Homiletik. Monographien, Aufsätze und Predigtmeditationen","Schriften und Vorträge zur Praktischen Theologie (OHPTh) Volume 2: Homiletics. Monographs, Articles, and Sermon Meditations"
1147543089,Lebensqualität heute Was Hartmut Rosa und J. L. Moreno uns dazu sagen können,Quality of Life Today: What Hartmut Rosa and J. L. Moreno Can Tell Us About It
1147565651,Einfluss von nichtlinearem Materialverhalten auf die Entwicklung und Auswirkung von Zwischenfaserbrüchen in Verbundlaminaten,Influence of nonlinear material behavior on the development and impact of inter-fiber cracks in composite laminates.
114762593X,"Im Spannungsfeld von Konkurrenz, Selbstorganisation und Hierarchie. Ein Praxisbericht aus der Organisationsberatung Between competition, self-organization and hierarchy. A report from organizational consulting","Between competition, self-organization and hierarchy. A report from organizational consulting"
1147681457,Die @unmanipulierte HLA-haploidentische hämatopoetische Stammzelltransplantation mit Posttransplantations-Cyclophosphamid: Einführung eines sequentiellen Therapiekonzepts bei rezidivierter oder refraktärer hämatologischer Neoplasie,Unmanipulated HLA haploident hematopoietic stem cell transplantation with posttransplantation cyclophosphamide: Introduction of a sequential therapy concept in recurrent or refractory hematological neoplasia
1147907749,"Angewandte Philosophie. Eine internationale Zeitschrift/Applied Philosophy. An International Journal Heft/Volume 1,2016: Aufklärung heute. Heft 1 Jg.2016","Applied Philosophy. An International Journal Volume 1, 2016: Enlightenment Today. Issue 1, 2016"
114790796X,Trauer in Familien – wenn das Leben sich wendet,Mourning in families – when life takes a turn
1147924643,"„Burnout haben nur die Starken, Depression nur die Schwachen“","“Only the strong get burnout, only the weak get depression”"
1147924686,Berufsorientierung als studentisches Projekt,Career orientation as a student project
1147927308,Personalentwicklung und Qualifizierung der Controller bei Henkel,Personnel development and qualification of controllers at Henkel
1147930341,Steuerungsdimensionen: Zunehmender Fokus auf Cash bei RWE,Control dimensions: Increased focus on cash at RWE
1148276777,"Anwendung soziologischer Methoden zur Motivation von Landwirten, Impfungen durchzuführen, mit speziellem Fokus auf der Impfung gegen BVD","Application of sociological methods to motivate farmers to carry out vaccinations, with a special focus on vaccination against BVD"
1148277404,Hochauflösende Messung der Geschwindigkeit für Realistische Simulation des Rennradfahrens auf einem Ergometer,High-resolution measurement of speed for realistic simulation of cycling on an ergometer.
114836417X,Telematik: Fristenverlängerung für ärzte,Telematics: Deadlines extension for doctors
1148366989,Wie Unternehmen ihre ausländischen Töchter führen können,How companies can manage their overseas subsidiaries
1148375392,Einfluss von Biostimulanzien und Lichtreflexionsfolie auf die Fruchtqualität und Farbentwicklung bei Apfel,Influence of biostimulants and light reflection film on fruit quality and color development in apples
1148377174,Hyperbel,Hyperbole
1148377212,Topik,Topic
114838782X,Wirtschaft erzählen. Narrative Formatierungen von Ökonomie,Economy Tells Stories. Narrative Formations of Economics
114842492X,Das @Martyrium im Templerorden. Eine Studie zur historisch-theologischen Relevanz des Opfertodes im geistlichen Ritterorden der Templer,The Martyrium in the Templar Order. A Study on the Historical-Theological Significance of the Sacrificial Death in the Spiritual Order of the Templars
1148426272,Rastertunnelmikroskopische Untersuchungen der Adsorption von Sauerstoff und Gold auf der Rhenium (10-10)-Oberfläche,Scanning tunneling microscopy studies of the adsorption of oxygen and gold on the rhenium (10-10) surface
1148452834,Poröse Strukturen für hochsensitive Lumineszenzsensoren,Porous structures for highly sensitive luminescence sensors
1148462910,"""Ästhetisch ist, was hilft""","""Aesthetic is what helps"""
1148463240,Lieblingsbild,Favorite picture
1148475834,Wie christlich ist unsere Gesellschaft? Das Christentum im Zeitalter von Säkularität und Multireligiosität,How Christian is our society? Christianity in the age of secularization and multireligiousness
1148549420,"Personen, Normativität, Moral: Eine Einführung in die Philosophie Derek Parfits","People, Normativity, Morality: An Introduction to Philosophy of Derek Parfit"
1148617094,Erfolgsfaktoren im Ideenmanagement Eine Zusammenfassung Binärer Bäume verschiedener empirischer Erhebungen,Factors of success in idea management A summary of binary trees of various empirical investigations
1148653511,Psychische Gesundheit in der Arbeitswelt Detachment,Mental Health in the Workplace Detachment
1148658203,Psychische Gesundheit in der Arbeitswelt Organisationale Resilienz,Mental health in the workplace Organizational resilience
1148749128,Analyse des Zerfalls \(\chi_{cJ}\) \(\rightarrow\) K\(^{+}\)K\(^{-}\) \(\eta\) bei BESIII und Entwicklung eines Kühlsystems für den Prototypen des \(\bar P\)ANDA-EMC,Analysis of the \(\chi_{cJ}\) \(\rightarrow\) K\(^{+}\)K\(^{-}\) \(\eta\) decay at BESIII and development of a cooling system for the \(\bar P\)ANDA-EMC prototype
1148750460,"Elisabeth Zöller ""Mitgehen, Mitfühlen, Mitdenken""","Elisabeth Zoeller ""Go Along, Feel Along, Think Along"""
1148751718,Untersuchungen zur Regulation muskarinischer Rezeptoren durch das Membranpotential,Investigations of the regulation of muscarinic receptors by membrane potential
1148755780,Pulverlacke als Problemlöser im Korrosionsschutz,Powder coatings as a solution for corrosion protection
1148756191,Zinklamellen im Highspeed-Einsatz,Galvanized steel plates in high-speed use
1148812326,International-vergleichende Forschung zur Bildungspolitik: Literatur-Review theoretischer Ansätze und Perspektiven der vergleichenden Politikwissenschaft,International comparative research on education policy: Literature review of theoretical approaches and perspectives in comparative politics
1148870970,Entwicklungslogik des Schönen Erster Band: Studien zur Kunst- und Kulturwissenschaft,Development Logic of Beauty: Volume 1: Studies in Art and Cultural Science
1148878629,Die @Ethik und die Gefahren der künstlichen Intelligenz,Ethics and the dangers of artificial intelligence
114887884X,Maßgeschneiderte Dualphasenstähle für Front- und Seiten-Lastfälle,Customized dual-phase steels for front and side load cases
1148878920,Längsdynamiksimulation zur Effizienzsteigerung von Nutzfahrzeugen,Longitudinal dynamics simulation for enhancing the efficiency of trucks
1148880178,Die @Affordanzen der Liste,The availability of the list
114894009X,"Rekonstruktion von Kunstunterricht - Sinnüberschüsse und künstlerische Handlungsformen im Kontext von Schule, aktueller Kunst und Theater","Reconstruction of Art Classes - Meaningful Excesses and Artistic Forms of Action in the Context of School, Contemporary Art, and Theater"
1148942068,lnnervationsmuster und bipedale Kraftkinetik bei spezifischer Aufgabenstellung unter Biofeedback-Bedingungen,Nerve patterns and bipedal force kinetics in specific tasks under biofeedback conditions
114904943X,Kostenanalyse & -steuerung in KMU - Empirische Bestandsaufnahme und Ableitung einer praxisorientierten Kostenmanagementkonzeption für KMU,Cost analysis & -control in SMEs - Empirical stocktaking and derivation of a practice-oriented cost management concept for SMEs
1149050772,Theodor W. Adornos Theorie des Naturschönen,Theodor W. Adorno's Theory of Natural Beauty
1149154071,Ein @zellbasierter Biolumineszenzassay zur Untersuchung der Dimersierung und Aggregation des Prionproteins,A cell-based bioluminescence assay for investigating the dimerization and aggregation of the prion protein
1149278315,"Land-Berichte. Sozialwissenschaftliches Journal Jahrgang XX, Heft 3/2017","Reports from the Field. A Sociological Journal Volume XX, Issue 3/2017"
1149324902,Schmerzen nach Schlaganfall,Pain after stroke
1149366575,Vauxhall Songs. Studien zum sozialen Umfeld und zu den Kompositionen von Johann Christian Bach und seinen Zeitgenossen,Vauxhall Songs. Studies on the social environment and compositions of Johann Christian Bach and his contemporaries.
1149408170,A310 Top oder Flop,Should I go with this?
1149507640,"Religion, Politik und Bürgergesellschaft: Das Lied „Nun danket alle Gott“ in Mendelssohns Symphonie Nr. 2 „Lobgesang“","Religion, Politics, and Civil Society: Mendelssohn's Symphony No. 2 ""Lobgesang"" and the Song ""Now Thank We All Our God"""
114951390X,Realisierungen von Teilchenreservoirs zur Erzeugung von balanced gain and loss in zeitabhängigen Bose-Hubbard-Ketten,Realizations of particle reservoirs for producing balanced gain and loss in time-dependent Bose-Hubbard chains
1149544511,Praxisvariation in der Implementierung von Maßnahmen zur Verbesserung der Compliance bzw. Adhärenz bei Patienten mit Schizophrenie,Practice variations in the implementation of measures to improve compliance or adherence in patients with schizophrenia
1149550740,Biologiespezifisches Bildverständnis beim Umgang mit multiplen externen Repräsentationen Entwicklung und Validierung eines Kompetenzmodells zur Integration von Diagrammen und Schemata,Biological-specific image understanding in the handling of multiple external representations Development and validation of a competency model for integrating diagrams and schemas
1149628081,Aufklärung 4.0 - Zur Aufklärung heute,Enlightenment 4.0 - For Enlightenment Today
1149639377,Ruhestandsmigration und Reurbanisierung Trends in Deutschland 1995-2012,Retirement Migration and Urbanization Trends in Germany 1995-2012
1149642009,Achtsamkeit - Entscheidung für einen neuen Weg,Mindfulness - Decision for a new path
